"","chimp","Sub..","Year4","Glucose","BUN","Creatine","Protein","Albumn","Bilirubn","alkphos","sgpt","sgot","cholesterol","calcium","phosphate","sodium","potassium","chloride","ag_ratio","bc_ratio","globulin","lipase","amylase","triglicerides","cpk","ggtp","magnesium","osmolal","Year3","Glucose.1","BUN.1","Creatin","Protein.1","Albumn.1","Bilirubn.1","alkphos.1","sgpt.1","sgot.1","cholesterol.1","calcium.1","phosphate.1","sodium.1","potassium.1","chloride.1","ag_ratio.1","bc_ratio.1","globulin.1","lipase.1","amylase.1","triglicerides.1","cpk.1","ggtp.1","magnesium.1","osmolal.1","Year2","Glucose.2","BUN.2","Creatin.1","Protein.2","Albumn.2","Bilirubn.2","alkphos.2","sgpt.2","sgot.2","cholesterol.2","calcium.2","phosphate.2","sodium.2","potassium.2","chloride.2","ag_ratio.2","bc_ratio.2","globulin.2","lipase.2","amylase.2","triglicerides.2","cpk.2","ggtp.2","magnesium.2","osmolal.2","Year1","Glucose.3","BUN.3","Creatin.2","Protein.3","Albumn.3","Bilirubn.3","alkphos.3","sgpt.3","sgot.3","cholesterol.3","calcium.3","phosphate.3","sodium.3","potassium.3","chloride.3","ag_ratio.3","bc_ratio.3","globulin.3","lipase.3","amylase.3","triglicerides.3","cpk.3","ggtp.3","magnesium.3","osmolal.3","DaysInterval1","DaysInterval2","DaysInterval3","AverageDaysInterval","Interval1Centered","Interval2Centered","Interval3Centered","X","Sex.x","DOB.x","Dam.x","Sire.x","Rater.x","DOPR.x","DaysAgeatTest","YearsAgeatTest","location.x","Version.x","Group.size.x","fear.x","dom.x","pers.x","caut.x","stbl.x","aut.x","stngy.x","jeals.x","reckl.x","soc.x","tim.x","symp.x","play.x","sol.x","actv.x","help.x","buly.x","aggr.x","manp.x","gntl.x","affc.x","exct.x","impl.x","inqs.x","subm.x","depd.x","irri.x","pred.x","decs.x","depr.x","sens.x","defn.x","intll.x","prot.x","invt.x","clmy.x","errc.x","frdy.x","lazy.x","dsor.x","unem.x","imit.x","indp.x","DOB.y","Dam.y","Sire.y","location.y","Group.size.y","Sex.y","Rater.y","DOPR.y","Version.y","reckl.y","aut.y","symp.y","sol.y","buly.y","actv.y","fear.y","caut.y","imit.y","unem.y","stngy.y","play.y","sens.y","exct.y","aggr.y","indp.y","intll.y","affc.y","stbl.y","help.y","tim.y","impl.y","depd.y","decs.y","defn.y","irri.y","lazy.y","invt.y","dom.y","pred.y","frdy.y","depr.y","clmy.y","prot.y","subm.y","gntl.y","manp.y","soc.y","inqs.y","jeals.y","pers.y","errc.y","dsor.y","fear.z","dom.z","pers.z","caut.z","stbl.z","aut.z","stngy.z","jeals.z","reckl.z","soc.z","tim.z","symp.z","play.z","sol.z","actv.z","help.z","buly.z","aggr.z","manp.z","gntl.z","affc.z","exct.z","impl.z","inqs.z","subm.z","depd.z","irri.z","pred.z","decs.z","depr.z","sens.z","defn.z","intll.z","prot.z","invt.z","clmy.z","errc.z","frdy.z","lazy.z","dsor.z","unem.z","imit.z","indp.z","Colony","Status","Survey.1","BP.1","Weight.1..kg.","Survey.2","BP.2","Weight.2..kg.","Survey.3","BP.3","Weight.3..kg.","sex","maternity","paternity","momage","parity","bo","rearing","age","hi","date1","rbc","wbc","hct","hgb","mcv","mch","mchc","lymph","monos","eos","date2","rbc2","wbc2","hct2","hgb2","mcv2","mch2","mchc2","lymp2","mono2","eos2","date3","rbc3","wbc3","hct3","hgb3","mcv3","mch3","mchc3","lymp3","mono3","eos3"
"116","Mason","515","6/30/04",90,19,1.4,7.4,3.6,0.2,115,35,42,217,8.7,2.8,145,3.6,100,0.9,14,3.8,584,174,114,451,29,1.7,288,"11/18/03",92,21,1.6,7.2,3.4,0.2,96,36,42,251,9.2,1.6,144,3.1,99,0.9,13,3.8,69,73,90,527,33,1.4,286,"10/21/02",89,14,1.7,6.6,3.4,0.2,95,35,32,201,8.6,1.7,144,3.1,102,1.1,8,3.2,72,58,102,221,40,1.5,284,"10/11/01",117,13,1.6,6.9,3.4,0.2,136,35,30,206,9.7,1.4,145,3.7,103,1,8,3.5,92,41,67,227,55,1.4,288,375,393,225,331,44,62,-106,122,1,"9/18/84","Gwennie","Walnut","AH","7/26/01",6155,17.3,"Yerkes","A",2,1,5,2,2,3,2,2,2,3,5,1,3,4,3,4,3,3,3,4,3,4,4,3,4,4,3,4,4,4,2,4,3,5,3,2,3,3,4,4,3,3,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Gwennie","Walnut",15,2,2,2,"13","0.27","3/12/97",4.44,18300,36.4,11.5,82,25.9,31.6,51,2,4,"28/10/1998",5.33,17200,43.4,14.3,81.4,26.8,32.9,18,3,0,"26/10/1999",5.5,12100,45.1,14.2,82,25.8,31.5,38,3,2
"117","Maverick","643","12/8/99",103,10,0.6,7,3.8,0.1,541,36,23,237,9.2,4.9,133,4.1,98,1.2,17,3.2,15,5,72,169,17,1.5,264,"11/17/98",98,18,0.8,7.2,3.7,0.3,576,32,17,293,9.9,5,135,4.3,98,1.1,23,3.5,39,16,77,211,29,1.8,271,"11/20/96",89,15,0.5,7,3.2,0.4,512,20,14,282,9.9,4.6,137,4.5,102,0.8,30,3.8,NA,NA,47,175,NA,NA,NA,"11/8/95",85,8,0.5,7.5,3.5,0.3,635,25,14,271,10.2,5.2,137,4.7,103,0.9,16,4,NA,NA,30,273,NA,NA,NA,378,727,386,497,-119,230,-111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Marilyne","Jimoh",22,6,5,1,"3","1","20/11/1996",5.18,8900,39.1,12.7,75.5,24.5,32.5,37,1,2,"6/3/98",5.05,7200,37.2,12.8,73.7,25.3,34.4,30,1,0,"17/11/1998",5.15,11100,38.7,13.3,75.1,25.8,34.4,31,0,0
"118","Maxine","338","3/24/04",100,21,1.1,7.1,2.8,0.2,180,31,20,278,8.8,2.2,139,3.3,93,0.7,19,4.3,46,49,99,140,23,1.3,278,"3/17/03",118,18,1.4,7.5,2.7,0.1,176,33,23,247,9.5,1.8,140,3.3,96,0.6,13,4.8,58,47,117,185,20,1.5,280,"3/8/02",134,19,1.2,7.3,2.7,0.1,123,41,27,231,9.7,2.1,146,3.2,104,0.6,16,4.6,94,59,76,117,22,1.6,292,"3/1/01",103,23,1.2,7.2,2.4,0.1,162,53,37,216,9.7,2.5,143,3.6,101,0.5,19,4.8,56,40,80,156,23,1.7,287,372,374,373,373,-1,1,0,123,0,"2/10/57","","","MW","7/15/01",16226,45.6,"Yerkes","A",2,7,1,5,7,3,2,2,5,2,3,7,3,2,2,1,6,1,1,2,6,4,5,2,3,7,6,4,6,2,6,5,2,5,1,2,3,2,4,6,4,3,2,2,"2/10/57","","","Yerkes",2,0,"BN","5/20/00","A",2,2,3,4,1,2,3,4,2,4,2,2,4,3,1,3,3,3,4,3,4,2,4,4,2,2,4,2,2,4,3,4,2,2,4,4,1,3,4,1,2,1,2,5,1.5,3.5,5.5,3.5,2,2,3,2,3,5.5,3,2,3,1.5,4.5,1,1,1.5,5,3.5,4,2,3.5,5.5,5,3,5,3,5,4.5,2,4,1.5,2,2.5,1.5,3.5,5,3,3.5,2,2.5,"Yerkes","Deceased","12/13/10","72/39",32.8,"2/25/10","97/57",38,"3/18/08","105/60",40.5,1,"","",NA,NA,NA,1,"39","-0.65","4/3/96",5.09,22800,43.7,13.6,85.9,26.7,31.1,49,0,2,"10/3/97",4.7,19200,39,12.4,83,26.4,31.8,55,0,7,"18/03/1999",4.57,13600,39.5,12.7,86.4,27.8,32.2,76,3,2
"119","Mega","586","11/18/03",108,10,0.7,7.5,4,0.2,70,17,20,204,10.5,2.6,142,2.8,99,1.1,14,3.5,25,26,154,442,22,1.9,279,"5/13/03",102,8,0.7,7.1,3.7,0.2,86,17,50,197,9.1,2.6,140,3.2,113,1.1,11,3.4,610,104,131,160,20,1.6,275,"5/9/02",102,8,0.7,7,3.9,0.2,55,20,15,182,9,1.7,143,2.9,105,1.3,11,3.1,43,29,96,128,31,1.9,280,"3/13/01",109,6,1,6.7,3.9,0.2,82,23,17,183,98,3.1,140,2.7,99,1.4,6,2.8,25,20,122,130,19,1.6,274,422,369,189,326.67,95,42,-138,124,0,"11/27/84","Cookie","Jimoh","DP","7/27/01",6086,17.1,"Yerkes","A",2,1,6,3,5,6,1,6,6,7,6,2,3,3,2,4,3,4,2,4,3,3,6,2,1,3,2,4,7,7,2,5,6,6,4,2,2,2,5,2,1,1,6,6,"11/27/84","Cookie","Jimoh","Yerkes",2,0,"WH","8/19/97","B",5,4,3,5,5,5,2,2,5,4,5,3,4,5,4,5,5,3,4,3,2,5,4,5,5,5,4,5,5,5,3,4,3,5,3,3,5,4,4,1,5,3,3,1.5,5.5,4,3.5,5,2.5,5.5,3.5,6,5,2,3,3,3.5,4.5,3,4.5,3,4.5,3,3,5.5,3.5,2.5,3,3,4.5,6,6,3,4.5,5.5,5.5,4.5,3.5,2.5,2.5,4,3,2,2.5,5.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Cookie","Jimoh",28,9,NA,2,"12.5","0.24","2/6/97",5.73,7000,44.9,14.8,78.4,25.8,33,55,0,6,"2/6/98",4.85,6000,39.3,12.8,81,26.4,32.6,39,1,1,"30/06/1999",4.85,7600,38.5,12.9,79.4,26.6,33.5,71,0,5
"120","Melinda","574","12/30/03",110,10,1.1,7.3,4,0.2,71,22,12,276,9.6,2.7,140,4.4,103,1.2,9,3.3,26,12,38,159,17,1.7,278,"10/30/02",121,10,0.9,6.8,3.8,0.2,53,17,12,252,9.2,2,138,3.4,105,1.3,11,3,19,12,32,167,17,1.5,273,"12/13/01",79,9,1.1,7.4,3.9,0.2,53,21,12,253,9.8,3.9,142,4.8,99,1.1,8,3.5,42,12,53,136,22,1.9,281,"10/4/00",95,7,0.8,7.1,3.8,0.2,55,21,16,262,10.5,3.6,133,4.7,104,1.2,9,3.3,17,8,28,239,32,1.6,264,435,321,426,394,41,-73,32,125,0,"10/30/82","Lana","Juan","WH","1/15/98",5556,15.6,"Yerkes","A",8,6,3,2,5,6,1,2,2,1,5,6,4,4,3,4,4,1,2,5,6,5,3,1,1,5,5,2,5,4,3,5,1,4,6,2,2,2,5,4,4,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yerkes","Deceased","8/9/11","134/81",84,"2/15/11","136/53",79.5,"11/9/09","117/62",80,1,"Martha","Juan",12,1,1,1,"15","-0.52","21/12/1997",5.14,10600,38,12.6,73.9,24.5,33.2,41,1,7,"9/9/98",4.99,10300,39.6,12.8,79.4,25.7,32.3,23,0,2,"28/09/1999",5.05,11200,40.6,12.7,80.4,25.1,31.3,30,2,1
"121","Melissa","568","5/4/04",69,6,0.9,7.7,3.6,0.1,46,25,15,131,10.1,3.1,141,3.6,100,0.9,7,4.1,38,20,126,157,29,1.8,275,"3/25/03",121,9,0.8,7.6,3.8,0.2,82,25,14,141,9,3.6,143,3.8,103,1,11,3.8,35,22,158,114,32,1.8,283,"5/7/02",70,7,0.9,7.5,3.5,0.1,81,21,14,157,10,2.7,145,3.6,101,0.9,8,4,27,22,88,23,28,1.7,283,"3/21/01",80,7,0.9,7.6,3.7,0.1,121,52,28,175,9.8,4.9,141,3.3,102,0.9,8,3.9,25,15,92,150,55,1.6,275,412,322,406,380,32,-58,26,126,0,"6/27/81","Tai","Harv","WH","7/23/97",5870,16.5,"Yerkes","A",8,1,7,7,2,3,1,7,7,6,4,2,2,6,4,6,3,7,4,7,2,4,5,5,6,2,2,4,4,6,2,3,6,6,5,NA,NA,NA,NA,NA,4,2,4,7,"6/27/81","Tai","Harv","Yerkes",8,0,"MW","7/26/01","B",4,1,1,3,6,3,3,3,2,3,6,2,4,5,4,6,6,4,3,3,2,6,2,6,4,5,5,4,5,5,4,2,3,4,2,3,6,4,5,6,6,4,4,2,6,6.5,2.5,3,1,6.5,6.5,5,4,2,1.5,4,3.5,4.5,3,6.5,4,6.5,2.5,4,5,5.5,5.5,2,2,4.5,4.5,6,2,3.5,5,6,4.5,NA,NA,NA,NA,NA,4,2.5,3,6.5,"Yerkes","Alive","10/25/10","187/117",95.45,"4/5/10","183/91",94.5,"6/2/09","207/118",101,1,"Tai","Harv",14.42,2,2,2,"15.5","00/01/1900","12/3/97",5.15,10600,44,14.4,85.4,28,32.7,20,1,1,"5/3/98",4.98,8300,41.9,14.3,84.1,28.7,34.1,26,1,3,"25/03/1999",4.84,13900,40.2,13.5,83.1,27.9,33.6,14,1,1
"122","Merlin","627","5/5/04",96,11,0.9,7.4,4,0.3,165,24,24,146,9.8,2.8,142,3.5,99,1.2,12,3.4,56,27,136,299,28,1.6,280,"7/10/03",101,10,1.1,8,4.2,0.5,172,22,26,160,9.6,2.6,143,3.6,102,1.1,9,3.8,52,24,189,378,24,1.8,282,"7/30/02",105,10,1.2,7.6,3.9,0.4,251,22,26,153,9.4,3.1,140,3.5,100,1.1,8,3.7,39,21,120,494,26,1.8,276,"7/27/00",128,14,1.2,7.8,3.9,0.2,851,20,19,191,9.9,4.3,134,3.4,96,1,12,3.9,40,12,111,278,27,1.8,268,733,345,300,459.33,274,-114,-159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Gay","Rogger",26.08,5,3,2,"4.5","0.81","18/09/1997",4.9,8200,40.2,13.8,82,28.2,34.3,46,3,1,"5/8/98",4.79,12900,39.6,13.1,82.7,27.3,33.1,21,1,2,"27/09/1999",4.94,8300,41.1,13.7,83.2,27.7,33.3,69,0,1
"123","Merv","413","7/22/04",64,11,1.2,7.8,3.6,0.3,86,23,30,133,9.2,3.6,141,3.7,101,0.9,9,4.2,47,NA,102,373,14,1.7,277,"9/24/03",82,6,1.2,8,3.5,0.3,107,25,29,133,9.1,3.1,140,3.4,99,0.8,5,4.5,28,20,74,454,12,1.6,273,"11/7/02",83,12,1.1,7.6,3.4,0.2,120,29,31,136,9.2,2.5,142,3.5,105,0.8,11,4.2,31,18,58,305,12,1.9,280,"9/27/01",76,10,1.1,7.7,3.6,0.3,132,27,32,168,9.3,4.5,139,3.6,94,0.9,9,4.1,34,21,100,320,17,1.6,273,406,321,302,343,63,-22,-41,127,1,"1/6/76","Halpha","Hep","AH","7/15/01",9322,26.2,"Yerkes","A",2,2,5,5,2,3,2,5,5,5,4,2,4,5,4,6,4,5,5,4,3,4,5,5,5,2,2,5,5,5,2,4,4,4,4,5,2,3,3,1,3,2,4,7,"1/6/76","Halpha","Hep","Yerkes",2,1,"DL","10/4/97","B",6,4,2,4,7,6,2,2,5,1,7,5,3,6,7,5,5,4,2,2,2,6,2,6,6,6,2,7,7,4,5,2,2,2,2,2,5,5,5,7,7,6,2,2,6,6,2,2.5,3,6,6,5.5,4.5,2,3,5,4,6,3,6,6,4.5,2.5,4,5.5,5.5,5,2,2,5.5,4.5,5.5,2,3.5,5,4.5,3,6,2,4.5,4,1.5,2.5,1.5,4.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Halpha","Hep",20.08,3,2,2,"21.5","0.8","22/09/1997",5.11,8800,45.2,15.4,88.5,30.1,34.1,35,3,0,"16/09/1998",5.07,9600,45.3,15.1,89.3,29.8,33.3,49,0,2,"22/09/1999",5.27,13400,46.5,15.3,88.2,29,32.9,27,5,0
"124","Missy","706","7/14/04",99,11,0.7,7.5,3.9,0.1,122,19,14,224,9.6,2.7,140,3.8,104,1.1,16,3.6,26,32,81,215,13,1.7,277,"6/18/03",99,9,0.5,7.1,3.7,0.1,149,19,12,226,9.1,2.8,142,3.8,109,1.1,18,3.4,28,34,67,687,15,1.8,280,"6/13/02",99,9,0.7,6.7,3.5,0.2,259,17,14,203,9.1,3.3,137,3.6,105,1.1,13,3.2,26,30,103,282,17,1.7,270,"5/14/01",102,11,0.8,6.9,3.8,0.1,509,37,17,195,9.1,5,144,3.9,108,1.2,14,3.1,27,36,111,219,15,1.8,285,395,370,392,385.67,9,-16,6,128,0,"7/8/93","Mai","Jimoh","TH","8/16/00",2596,7.3,"Yerkes","B",NA,6,1,4,7,2,2,1,1,1,6,7,6,7,1,7,3,1,1,1,7,6,4,5,6,7,7,1,7,2,1,7,1,6,4,5,2,1,7,1,5,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yerkes","Alive","12/1/09","134/89",61.5,"12/4/07","117/61",67,"","",NA,1,"Mai","Jimoh",29,8,8,1,"3.5","-1","24/01/1997",5.26,9200,41.1,13.4,78.1,25.5,32.6,51,0,1,"3/3/98",5.27,8200,41.4,14.1,78.6,26.8,34.1,54,4,1,"30/03/1999",5.69,8600,45.6,15.3,80.1,26.9,33.6,45,4,1
"125","Mort","423","7/31/01",111,9,1.6,7.6,3.9,0.3,73,24,32,196,8.3,2.3,142,3.8,97,1.1,6,3.7,22,37,130,260,31,1.3,281,"8/2/00",114,10,1.7,7.6,3.5,0.2,85,22,24,181,8.9,2.5,138,3.2,96,0.9,6,4.1,34,23,175,313,19,1.5,273,"8/31/99",99,9,1.5,7.2,3.7,0.2,66,22,24,190,9.2,1.8,140,3.8,100,1.1,6,3.5,21,36,88,423,26,1.7,276,"8/7/98",102,12,1.5,7.3,3.3,0.4,83,26,29,172,9.1,1.8,133,3.2,94,0.8,8,4,32,43,68,415,30,1.6,263,389,337,363,363,26,-26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Mary","Homer",16.42,2,2,2,"20.5","0.34","13/08/1997",5.93,12000,49.3,16.3,83.1,27.5,33.1,37,0,9,"7/8/98",5.75,14100,47.7,16,83,27.8,33.5,12,2,1,"31/08/1999",5.85,15900,48.4,15.6,82.7,26.7,32.2,15,6,1
"126","Natasha","612","5/21/03",296,10,0.7,8.6,3.2,0.1,110,42,50,228,9.2,3,137,4,110,0.6,14,5.4,25,31,218,4768,23,1.8,282,"6/27/02",164,7,0.8,8.4,3.2,0.1,128,25,14,189,9.4,4.7,142,3.9,105,0.6,9,5.2,19,30,188,339,21,1.9,283,"5/21/01",92,10,0.8,7.4,3.5,0.1,75,28,15,150,9.3,2.4,138,3.7,102,0.9,13,3.9,23,19,194,347,20,1.7,272,"4/25/00",104,7,0.8,7.2,3.5,0.1,94,29,17,198,8.9,2.8,139,3.2,101,0.9,9,3.7,10,20,132,522,18,1.7,273,391,402,328,373.67,17,28,-46,131,0,"12/19/87","Mai","Walnut","SS","1/16/99",4046,11.4,"Yerkes","B",NA,5,3,2,3,4,1,4,6,3,4,2,2,3,2,2,5,6,2,4,6,4,3,1,3,5,4,2,7,2,1,5,1,5,2,1,2,1,6,7,1,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Mai","Walnut",23,6,6,1,"8.5","-0.28","21/11/1996",6.31,14000,49,14.4,77.7,22.8,29.4,16,2,4,"17/02/1998",6.06,10500,44.7,14.1,73.8,23.3,31.5,34,5,0,"3/2/99",6.13,11900,48.1,15.3,78.5,25,31.8,18,1,2
"127","Patrick","639","1/27/04",114,7,0.9,7.6,4,0.3,143,43,36,185,10.1,2.9,145,4.3,105,1.1,8,3.6,35,35,38,541,10,1.7,287,"1/14/03",86,9,0.7,7.7,4,0.3,265,46,37,180,9.4,3.7,140,3.3,100,1.1,13,3.7,42,30,57,602,27,1.8,275,"12/21/01",98,11,1.1,7.6,3.6,0.4,486,67,29,161,9,5.5,138,4.3,98,0.9,10,4,29,37,32,229,32,1.9,274,"2/20/01",141,11,0.8,7.4,4.1,0.3,1030,51,29,158,9.2,4,139,3,104,1.2,14,3.3,23,19,55,208,24,1.6,276,304,389,378,357,-53,32,21,134,1,"7/14/93","Teppi","Zeb","KG","2/18/98",1680,4.7,"Yerkes","A",4,6,1,2,5,2,7,6,6,4,3,7,4,5,4,4,4,2,4,3,6,6,6,6,4,6,5,6,3,4,5,5,5,3,3,3,5,5,4,5,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yerkes","Alive","7/22/11","139/69",62.5,"1/5/10","129/64",58,"9/18/08","200/80",62.5,2,"Teppi","Zeb",25.68,2,2,2,"3.5","0.75","7/1/97",4.61,8100,37.8,12.4,82,26.9,32.8,48,3,5,"21/01/1998",4.72,7000,38.2,12.8,80.9,27.1,33.5,53,3,0,"26/01/1999",5.06,8500,41.2,13.7,81.4,27.1,33.3,52,0,2
"128","Peony","522","6/24/04",88,15,0.6,6.9,2.8,0.1,68,27,28,187,8.9,3.3,142,3.6,104,0.7,25,4.1,64,48,196,221,25,2.1,281,"5/6/03",83,17,0.8,7.2,2.8,0.1,69,33,44,173,8.7,3,141,3.4,105,0.6,21,4.4,82,52,225,365,42,1.6,279,"5/30/02",88,10,0.9,6.7,2.7,0.2,79,41,52,219,9.7,3.4,142,3.3,107,0.7,11,4,79,49,348,729,68,1.8,279,"4/23/01",81,10,1,6.8,3,0.2,78,36,54,223,9.5,2.5,140,2.9,99,0.8,10,3.8,74,33,275,685,39,1.6,274,402,341,415,386,16,-45,29,135,0,"1/1/68","","","SS","1/19/99",11341,31.9,"Yerkes","B",NA,1,7,5,1,6,1,6,3,2,5,1,4,2,5,1,4,3,1,2,6,5,1,1,2,1,2,1,6,6,1,4,5,4,4,2,1,1,6,4,1,4,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yerkes","Deceased","2/17/09","184/107",73,"1/15/08","200/136",75.5,"","",NA,1,"","",NA,NA,NA,1,"29","0.57","3/3/97",4.58,15900,36.6,12.5,79.9,27.3,34.2,50,2,0,"24/03/1998",5.19,10300,42.4,13.8,81.7,26.6,32.5,35,4,0,"30/03/1999",5.38,10200,44.6,14.7,82.9,27.3,33,53,4,1
