"","chimp","Sex.x","DOB.x","Dam.x","Sire.x","Rater.x","DOPR.x","DaysAgeatTest","YearsAgeatTest","location.x","Version.x","Group.size.x","fear.x","dom.x","pers.x","caut.x","stbl.x","aut.x","stngy.x","jeals.x","reckl.x","soc.x","tim.x","symp.x","play.x","sol.x","actv.x","help.x","buly.x","aggr.x","manp.x","gntl.x","affc.x","exct.x","impl.x","inqs.x","subm.x","depd.x","irri.x","pred.x","decs.x","depr.x","sens.x","defn.x","intll.x","prot.x","invt.x","clmy.x","errc.x","frdy.x","lazy.x","dsor.x","unem.x","imit.x","indp.x","DOB.y","Dam.y","Sire.y","location.y","Group.size.y","Sex.y","Rater.y","DOPR.y","Version.y","reckl.y","aut.y","symp.y","sol.y","buly.y","actv.y","fear.y","caut.y","imit.y","unem.y","stngy.y","play.y","sens.y","exct.y","aggr.y","indp.y","intll.y","affc.y","stbl.y","help.y","tim.y","impl.y","depd.y","decs.y","defn.y","irri.y","lazy.y","invt.y","dom.y","pred.y","frdy.y","depr.y","clmy.y","prot.y","subm.y","gntl.y","manp.y","soc.y","inqs.y","jeals.y","pers.y","errc.y","dsor.y","fear.z","dom.z","pers.z","caut.z","stbl.z","aut.z","stngy.z","jeals.z","reckl.z","soc.z","tim.z","symp.z","play.z","sol.z","actv.z","help.z","buly.z","aggr.z","manp.z","gntl.z","affc.z","exct.z","impl.z","inqs.z","subm.z","depd.z","irri.z","pred.z","decs.z","depr.z","sens.z","defn.z","intll.z","prot.z","invt.z","clmy.z","errc.z","frdy.z","lazy.z","dsor.z","unem.z","imit.z","indp.z"
"159","Sparkle",0,"1/1/55","","","DL","10/4/97",15617,43.9,"Yerkes","B",NA,6,4,6,4,2,3,5,6,6,2,3,3,1,3,3,5,3,3,4,3,4,6,5,5,5,6,6,3,6,5,5,6,6,4,6,5,5,3,5,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Storer",1,"11/19/91","Mai","Walnut","WH","7/15/01",3526,9.9,"Yerkes","A",5,1,4,6,5,6,2,2,1,2,5,4,5,6,2,2,4,2,1,5,6,6,3,2,5,3,4,2,6,4,2,5,2,4,5,4,1,1,6,4,2,2,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Suwanee",0,"2/17/85","Peony","Walnut","WH","11/15/97",4654,13.1,"Yerkes","A",7,4,2,4,5,5,1,5,5,2,6,5,5,6,2,6,4,3,2,5,5,5,3,3,5,6,5,2,4,4,2,5,3,5,3,3,3,2,5,2,3,4,4,3,"2/17/85","Peony","Walnut","Yerkes",7,0,"MW","7/25/01","B",2,2,4,5,1,2,5,5,3,3,3,2,5,3,2,5,4,4,5,5,5,2,5,3,2,4,5,3,2,5,5,5,4,3,6,5,3,3,3,4,3,3,4,4.5,2,3.5,5,5,1.5,4,4.5,2,4.5,5,4.5,4,3.5,4,4.5,2,2,4,5,4.5,3,2.5,4,6,5,3,4.5,3.5,3.5,5,2.5,4.5,3,3,3.5,2.5,5,3.5,3.5,3.5,3.5,4
"162","Suzanna",0,"2/25/76","Jenda","Hep","AH","7/15/01",9272,26,"Yerkes","A",2,4,4,5,5,3,2,4,5,6,3,2,2,5,4,7,4,4,4,5,3,3,7,7,5,2,2,5,2,5,2,2,5,4,3,4,3,5,2,1,6,2,4,6,"2/25/76","Jenda","Hep","Yerkes",2,0,"SS","1/14/99","B",6,3,2,3,5,5,3,3,3,2,5,3,3,5,4,5,5,3,2,4,3,5,3,5,4,5,3,4,5,4,3,3,1,2,2,2,4,2,4,5,5,5,2,3.5,4.5,5,4,2.5,2.5,4.5,5,6,2.5,2.5,2,4,3.5,6,4,4.5,4,4.5,2.5,3,6,6,4.5,2,2.5,5,3,5,2.5,2.5,4.5,4.5,2.5,4,2,5,2.5,2,4,2,3.5,5.5
"163","Sylvia",0,"7/19/93","Melissa","Carmichael","MW","7/24/01",2927,8.2,"Yerkes","A",6,5,3,4,5,4,1,3,2,1,5,3,4,5,2,5,4,2,1,4,4,5,5,5,5,2,4,1,4,4,1,6,6,4,2,5,3,2,6,2,3,3,5,3,"7/19/93","Melissa","Carmichael","Yerkes",6,0,"DP","7/27/01","B",5,1,3,4,5,7,6,2,4,2,6,7,4,7,5,7,6,2,3,4,2,7,2,6,6,2,1,6,5,4,3,4,1,5,6,5,4,3,6,6,6,5,4,5.5,4,5,3.5,3.5,1,4.5,4,3,4,2.5,3.5,6,3,6,4,3.5,3,4,4.5,3.5,6,6,5.5,4,3,1.5,4,5,2.5,5,6,5,3.5,5.5,2,3.5,4.5,1.5,3.5,2.5,4.5,5
"164","Tai",0,"1/1/67","","","JM","1/11/99",11698,32.9,"Yerkes","A",NA,3,2,3,3,4,1,4,2,1,3,3,3,2,5,3,4,2,2,2,5,4,5,3,4,3,4,2,6,2,2,5,2,5,3,4,2,1,3,5,3,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Tank",1,"2/18/86","Leslie","Ossabaw","WH","8/15/97",4196,11.8,"Yerkes","A",3,2,5,6,2,2,4,3,5,6,4,2,2,5,4,5,4,6,6,6,2,3,5,5,4,3,4,5,5,5,4,3,6,5,4,4,5,5,3,2,4,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","Tara",0,"9/5/95","Rita","Jimoh","JF","1/12/99",1225,3.4,"Yerkes","B",NA,3,2,4,4,6,1,4,2,1,6,1,5,6,1,6,4,1,2,2,6,7,2,2,7,5,3,1,NA,6,1,4,1,4,NA,4,2,1,6,1,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","Travis",1,"8/2/89","Cissie","Kipper","SS","1/13/99",3451,9.7,"Yerkes","B",NA,4,5,5,2,2,1,5,5,6,4,1,1,4,1,5,2,6,4,5,1,3,2,2,4,2,2,3,5,6,1,3,1,3,2,3,1,2,3,4,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","Vivienne",0,"7/27/74","Boka","","SS","1/10/99",8933,25.1,"Yerkes","A",NA,4,1,2,7,4,2,2,2,2,1,4,2,1,7,2,2,2,1,1,4,2,2,2,6,7,4,4,6,4,6,4,1,4,1,2,1,1,2,6,2,6,2,5,"7/27/74","Boka","","Yerkes",NA,0,"WH","8/22/97","B",5,5,3,5,5,3,4,4,3,2,5,3,3,5,4,4,5,3,3,3,5,4,4,5,5,5,5,3,2,4,3,5,4,5,6,3,4,4,3,5,5,4,5,4,1.5,3.5,5.5,3.5,3.5,3.5,3.5,3.5,2.5,4.5,2.5,2,6,2.5,2.5,3.5,2.5,2.5,3.5,2.5,3.5,3,4.5,6.5,4,4.5,5,4.5,5.5,3.5,3,4.5,3,2.5,2.5,2.5,2.5,5.5,3.5,4,2.5,4.5
"169","Waga",0,"3/19/82","Banana","Jorg","JM","1/11/99",6142,17.3,"Yerkes","B",NA,2,2,2,5,3,1,3,2,2,3,5,3,3,3,3,3,3,2,2,3,3,3,2,4,5,3,1,5,3,5,4,2,3,2,3,4,3,3,5,4,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","Walnut",1,"1/1/65","","","WH","7/18/97",11886,33.4,"Yerkes","A",10,2,7,4,5,5,5,2,3,2,6,2,5,5,2,3,3,2,3,5,5,5,2,2,5,2,2,2,5,5,4,4,3,5,5,3,2,2,6,4,3,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","Wenka",0,"5/21/54","Banka","Web","WH","8/11/97",15788,44.3,"Yerkes","A",3,5,2,2,5,2,6,1,2,2,3,5,4,2,6,2,2,1,1,4,4,3,5,5,4,6,6,4,5,4,6,3,4,3,4,3,5,5,4,4,6,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","Wilma",0,"10/27/88","Vivienne","Duncan","WH","7/23/97",3191,9,"Yerkes","A",9,2,5,5,5,6,1,3,5,2,6,2,3,5,2,5,4,5,2,5,5,5,3,2,4,4,3,1,7,5,1,5,3,5,5,NA,NA,NA,NA,NA,5,5,4,6,"10/27/88","Vivienne","Duncan","Yerkes",9,0,"AH","7/26/01","A",3,1,3,4,1,4,2,4,4,6,4,3,4,3,1,5,4,4,4,4,3,3,3,5,4,3,4,4,4,6,4,4,4,4,4,5,5,4,2,3,3,3,3,2,4.5,4,4.5,5,1,3.5,4,2.5,5,2.5,3,4,3,4.5,4,3,1.5,5,5,4.5,3,2.5,3,4,3,2,6.5,5,2.5,4.5,3.5,4.5,4.5,NA,NA,NA,NA,NA,4,5.5,4,5.5
"173","Wilson",1,"3/9/94","Gay","Rogger","KG","2/18/98",1442,4.1,"Yerkes","A",NA,5,5,5,5,3,2,5,5,6,6,4,4,6,3,6,5,4,3,3,5,6,4,4,3,4,5,4,5,3,2,6,4,2,6,5,6,4,6,4,5,3,5,3,"3/9/94","Gay","Rogger","Yerkes",NA,1,"LP","6/11/00","B",5,6,5,2,4,6,5,5,5,2,4,6,5,6,4,3,3,6,3,5,5,4,5,3,3,2,2,3,3,4,6,2,2,5,4,4,5,6,6,5,4,3,1,5,4,4.5,5,3,4,4.5,5,5.5,6,4.5,4.5,6,2.5,6,5,4,3.5,4,4.5,6,5,4,4.5,4,5,3,4.5,3,2,5.5,3.5,2.5,5.5,4,4,3.5,6,3,3,2.5,5,3
"174","Winston",1,"1/12/87","Barbara","Ossabaw","LF","12/8/97",3983,11.2,"Yerkes","A",3,2,5,5,3,4,2,3,3,3,4,2,3,4,4,4,4,4,5,4,3,3,5,5,4,2,2,4,3,4,3,4,4,5,4,4,3,5,4,3,3,3,3,4,"1/12/87","Barbara","Ossabaw","Yerkes",3,1,"AH","7/15/01","B",6,2,2,4,5,5,2,2,4,2,2,3,3,6,5,5,4,3,2,4,1,5,2,6,5,6,3,4,5,5,3,3,3,2,1,2,4,3,5,6,6,4,4,2,5,5.5,2.5,3,2,2.5,4.5,4.5,3.5,1.5,2.5,3.5,4,4.5,4,4.5,5,4,2.5,3,5.5,5,4.5,1.5,2,5,4,5,3,3.5,4.5,4.5,3,4,3,4.5,3.5,3,3.5,2.5,3.5,4.5
"175","Woodruff",1,"7/22/75","Anna","Frans","MW","7/16/01",9491,26.7,"Yerkes","A",2,3,2,6,5,6,2,4,4,2,5,2,5,3,2,3,5,1,1,2,6,5,3,3,6,6,2,2,6,6,3,5,2,5,4,5,3,2,6,6,2,3,4,6,"7/22/75","Anna","Frans","Yerkes",2,1,"WH","9/15/97","B",2,3,4,5,1,1,4,5,2,5,3,2,2,2,2,4,1,2,4,3,6,3,5,2,2,2,6,2,2,4,3,5,5,3,6,4,2,3,2,3,5,3,6,3.5,2,5.5,5,5,2.5,3.5,3.5,2,4,4,4.5,2.5,3.5,2,4,1,1.5,2,5,3.5,2.5,3,4,6,3.5,2,5,4,4,3.5,2,3,3.5,3.5,4,2.5,4.5,6,4,4,3,5
